python_expression,natural_language
((39 * 19) - (4 + 2)) - (9 + 13 + 4),"multiply 39 by 19, then subtract the sum of 4 and 2, then subtract the sum of 9, 13, and 4."
((39 * 19) - (4 + 2)) * 3,"multiply 39 by 19, then subtract the sum of 4 and 2, then multiply that by 3."
((39 * 19) - (4 + 2)) - (2 * 7),"multiply 39 by 19, then subtract the sum of 4 and 2, then subtract the product of 2 and 7."
((39 * 19) - (4 + 2)) + (43 + 22),"multiply 39 by 19, then subtract the sum of 4 and 2, then add the sum of 43 and 22."
((39 * 19) - (4 + 2)) + (9 + 2 + 16),"multiply 39 by 19, then subtract the sum of 4 and 2, then add the sum of 9, 2, and 16."
(34 + 10) * 39 - (31 + 25),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25."
((34 + 10) * 39 - (31 + 25)) * (6 * 9),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then multiply that by the product of 6 and 9."
((34 + 10) * 39 - (31 + 25)) * (6 * 7),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then multiply that by the product of 6 and 7."
((34 + 10) * 39 - (31 + 25)) + 43,"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then add 43."
((34 + 10) * 39 - (31 + 25)) + (4 - 37),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then add the difference of 4 and 37)."
((34 + 10) * 39 - (31 + 25)) + (19 + 46),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then add the sum of 19 and 46."
((34 + 10) * 39 - (31 + 25)) - (10 + 12 + 12),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then subtract the sum of 10, 12, and 12."
((34 + 10) * 39 - (31 + 25)) + (6 - 14),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then add the difference of 6 and 14)."
((34 + 10) * 39 - (31 + 25)) - (2 - 23),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then subtract the difference of 2 and 23."
((34 + 10) * 39 - (31 + 25)) + (48 + 38),"add 34 and 10, multiply that by 39, then subtract the sum of 31 and 25, then add the sum of 48 and 38."
(32 + 21 + 9) * 34 - 22,"add 32, 21, and 9, multiply that sum by 34, then subtract 22."
((32 + 21 + 9) * 34 - 22) + 24,"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then add 24."
((32 + 21 + 9) * 34 - 22) + 29,"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then add 29."
((32 + 21 + 9) * 34 - 22) + (12 * 9),"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then add the product of 12 and 9."
((32 + 21 + 9) * 34 - 22) + (43 + 7),"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then add the sum of 43 and 7."
((32 + 21 + 9) * 34 - 22) * 3,"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then multiply that by 3."
((32 + 21 + 9) * 34 - 22) - (37 - 47),"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then subtract the difference of 37 and 47."
((32 + 21 + 9) * 34 - 22) - (44 + 10),"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then subtract the sum of 44 and 10."
((32 + 21 + 9) * 34 - 22) * (5 * 8),"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then multiply that by the product of 5 and 8."
((32 + 21 + 9) * 34 - 22) * 3,"add 32, 21, and 9, multiply that sum by 34, then subtract 22, then multiply that by 3."
((20 + 20 + 33) - 8) * 11,"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11."
(((20 + 20 + 33) - 8) * 11) - (27 + 17 + 10),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then subtract the sum of 27, 17, and 10."
(((20 + 20 + 33) - 8) * 11) * (6 + 15),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then multiply that by the sum of 6 and 15."
(((20 + 20 + 33) - 8) * 11) - (2 * 3),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then subtract the product of 2 and 3."
(((20 + 20 + 33) - 8) * 11) * (3 + 9),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then multiply that by the sum of 3 and 9."
(((20 + 20 + 33) - 8) * 11) * 10,"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then multiply that by 10."
(((20 + 20 + 33) - 8) * 11) * (16 + 9),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then multiply that by the sum of 16 and 9."
(((20 + 20 + 33) - 8) * 11) - (10 * 11),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then subtract the product of 10 and 11."
(((20 + 20 + 33) - 8) * 11) + (34 + 27),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then add the sum of 34 and 27."
(((20 + 20 + 33) - 8) * 11) + (21 + 34),"add 20, 20, and 33, subtract 8 from that sum, then multiply the result by 11, then add the sum of 21 and 34."
(16 * 14 * 29) + 7,"multiply 16, 14, and 29 together, then add 7."
((16 * 14 * 29) + 7) + (26 + 12 + 7),"multiply 16, 14, and 29 together, then add 7, then add the sum of 26, 12, and 7."
((16 * 14 * 29) + 7) + 26,"multiply 16, 14, and 29 together, then add 7, then add 26."
((16 * 14 * 29) + 7) - (12 - 16),"multiply 16, 14, and 29 together, then add 7, then subtract the difference of 12 and 16."
((16 * 14 * 29) + 7) - (19 - 36),"multiply 16, 14, and 29 together, then add 7, then subtract the difference of 19 and 36."
((16 * 14 * 29) + 7) - (23 + 30 + 29),"multiply 16, 14, and 29 together, then add 7, then subtract the sum of 23, 30, and 29."
((16 * 14 * 29) + 7) - (28 + 25 + 4),"multiply 16, 14, and 29 together, then add 7, then subtract the sum of 28, 25, and 4."
((16 * 14 * 29) + 7) - (38 + 37),"multiply 16, 14, and 29 together, then add 7, then subtract the sum of 38 and 37."
((16 * 14 * 29) + 7) - 19,"multiply 16, 14, and 29 together, then add 7, then subtract 19."
((16 * 14 * 29) + 7) + 32,"multiply 16, 14, and 29 together, then add 7, then add 32."
(10 * 11) - (39 + 18),"multiply 10 by 11, then subtract the sum of 39 and 18."
((10 * 11) - (39 + 18)) * (10 + 20),"multiply 10 by 11, then subtract the sum of 39 and 18, then multiply that by the sum of 10 and 20."
((10 * 11) - (39 + 18)) + (26 - 29),"multiply 10 by 11, then subtract the sum of 39 and 18, then add the difference of 26 and 29)."
((10 * 11) - (39 + 18)) * 2,"multiply 10 by 11, then subtract the sum of 39 and 18, then multiply that by 2."
((10 * 11) - (39 + 18)) - (25 + 9 + 20),"multiply 10 by 11, then subtract the sum of 39 and 18, then subtract the sum of 25, 9, and 20."
((10 * 11) - (39 + 18)) - (29 - 15),"multiply 10 by 11, then subtract the sum of 39 and 18, then subtract the difference of 29 and 15."
((10 * 11) - (39 + 18)) - (5 + 49),"multiply 10 by 11, then subtract the sum of 39 and 18, then subtract the sum of 5 and 49."
((10 * 11) - (39 + 18)) + 46,"multiply 10 by 11, then subtract the sum of 39 and 18, then add 46."
((10 * 11) - (39 + 18)) + (7 * 4),"multiply 10 by 11, then subtract the sum of 39 and 18, then add the product of 7 and 4."
((10 * 11) - (39 + 18)) + (18 - 12),"multiply 10 by 11, then subtract the sum of 39 and 18, then add the difference of 18 and 12)."
((28 - 28) * (1 - 22)),"take 28 minus 28, take 1 minus 22, then multiply the two results."
(((28 - 28) * (1 - 22))) + (19 + 18),"take 28 minus 28, take 1 minus 22, then multiply the two results, then add the sum of 19 and 18."
(((28 - 28) * (1 - 22))) * (12 + 15),"take 28 minus 28, take 1 minus 22, then multiply the two results, then multiply that by the sum of 12 and 15."
(((28 - 28) * (1 - 22))) + (15 + 10 + 7),"take 28 minus 28, take 1 minus 22, then multiply the two results, then add the sum of 15, 10, and 7."
(((28 - 28) * (1 - 22))) * (7 * 2),"take 28 minus 28, take 1 minus 22, then multiply the two results, then multiply that by the product of 7 and 2."
(((28 - 28) * (1 - 22))) - (21 + 4 + 5),"take 28 minus 28, take 1 minus 22, then multiply the two results, then subtract the sum of 21, 4, and 5."
(((28 - 28) * (1 - 22))) + (5 * 12),"take 28 minus 28, take 1 minus 22, then multiply the two results, then add the product of 5 and 12."
(((28 - 28) * (1 - 22))) * (19 + 16),"take 28 minus 28, take 1 minus 22, then multiply the two results, then multiply that by the sum of 19 and 16."
(((28 - 28) * (1 - 22))) - 6,"take 28 minus 28, take 1 minus 22, then multiply the two results, then subtract 6."
(((28 - 28) * (1 - 22))) + (21 + 20 + 8),"take 28 minus 28, take 1 minus 22, then multiply the two results, then add the sum of 21, 20, and 8."
(27 + 29) + (34 * 15) - 41,"add 27 and 29, multiply 34 by 15, add the results, then subtract 41."
((27 + 29) + (34 * 15) - 41) + (12 + 22 + 4),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then add the sum of 12, 22, and 4."
((27 + 29) + (34 * 15) - 41) * (4 * 6),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then multiply that by the product of 4 and 6."
((27 + 29) + (34 * 15) - 41) - (7 - 31),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then subtract the difference of 7 and 31."
((27 + 29) + (34 * 15) - 41) + (2 * 12),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then add the product of 2 and 12."
((27 + 29) + (34 * 15) - 41) + 49,"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then add 49."
((27 + 29) + (34 * 15) - 41) + (33 + 50),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then add the sum of 33 and 50."
((27 + 29) + (34 * 15) - 41) * 10,"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then multiply that by 10."
((27 + 29) + (34 * 15) - 41) + (42 + 8),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then add the sum of 42 and 8."
((27 + 29) + (34 * 15) - 41) * (16 + 7),"add 27 and 29, multiply 34 by 15, add the results, then subtract 41, then multiply that by the sum of 16 and 7."
(38 * 41) - (21 + 43),"multiply 38 by 41, then subtract the sum of 21 and 43."
((38 * 41) - (21 + 43)) - 46,"multiply 38 by 41, then subtract the sum of 21 and 43, then subtract 46."
((38 * 41) - (21 + 43)) + (30 + 40),"multiply 38 by 41, then subtract the sum of 21 and 43, then add the sum of 30 and 40."
((38 * 41) - (21 + 43)) - (38 + 23),"multiply 38 by 41, then subtract the sum of 21 and 43, then subtract the sum of 38 and 23."
((38 * 41) - (21 + 43)) + (29 + 25 + 21),"multiply 38 by 41, then subtract the sum of 21 and 43, then add the sum of 29, 25, and 21."
((38 * 41) - (21 + 43)) - (21 + 16 + 4),"multiply 38 by 41, then subtract the sum of 21 and 43, then subtract the sum of 21, 16, and 4."
((38 * 41) - (21 + 43)) - (38 - 28),"multiply 38 by 41, then subtract the sum of 21 and 43, then subtract the difference of 38 and 28."
((38 * 41) - (21 + 43)) + (24 + 5 + 8),"multiply 38 by 41, then subtract the sum of 21 and 43, then add the sum of 24, 5, and 8."
((38 * 41) - (21 + 43)) - 8,"multiply 38 by 41, then subtract the sum of 21 and 43, then subtract 8."
((38 * 41) - (21 + 43)) + (35 - 3),"multiply 38 by 41, then subtract the sum of 21 and 43, then add the difference of 35 and 3)."
7 * 16 * 22 - 17 + 29,"multiply 7, 16, and 22 together, then subtract 17, then add 29."
(7 * 16 * 22 - 17 + 29) + (8 * 11),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then add the product of 8 and 11."
(7 * 16 * 22 - 17 + 29) - (7 + 3 + 16),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then subtract the sum of 7, 3, and 16."
(7 * 16 * 22 - 17 + 29) + 44,"multiply 7, 16, and 22 together, then subtract 17, then add 29, then add 44."
(7 * 16 * 22 - 17 + 29) * (13 + 15),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then multiply that by the sum of 13 and 15."
(7 * 16 * 22 - 17 + 29) + (3 * 8),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then add the product of 3 and 8."
(7 * 16 * 22 - 17 + 29) - (20 + 32),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then subtract the sum of 20 and 32."
(7 * 16 * 22 - 17 + 29) + (49 - 23),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then add the difference of 49 and 23)."
(7 * 16 * 22 - 17 + 29) + (50 - 33),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then add the difference of 50 and 33)."
(7 * 16 * 22 - 17 + 29) * (7 * 5),"multiply 7, 16, and 22 together, then subtract 17, then add 29, then multiply that by the product of 7 and 5."
(25 * 43) - (8 + 32),"multiply 25 by 43, then subtract the sum of 8 and 32."
((25 * 43) - (8 + 32)) - (7 * 6),"multiply 25 by 43, then subtract the sum of 8 and 32, then subtract the product of 7 and 6."
((25 * 43) - (8 + 32)) + (4 + 28 + 30),"multiply 25 by 43, then subtract the sum of 8 and 32, then add the sum of 4, 28, and 30."
((25 * 43) - (8 + 32)) + (12 + 30 + 8),"multiply 25 by 43, then subtract the sum of 8 and 32, then add the sum of 12, 30, and 8."
((25 * 43) - (8 + 32)) * 9,"multiply 25 by 43, then subtract the sum of 8 and 32, then multiply that by 9."
((25 * 43) - (8 + 32)) * (10 * 3),"multiply 25 by 43, then subtract the sum of 8 and 32, then multiply that by the product of 10 and 3."
((25 * 43) - (8 + 32)) + (19 - 15),"multiply 25 by 43, then subtract the sum of 8 and 32, then add the difference of 19 and 15)."
((25 * 43) - (8 + 32)) + (7 - 22),"multiply 25 by 43, then subtract the sum of 8 and 32, then add the difference of 7 and 22)."
((25 * 43) - (8 + 32)) + 30,"multiply 25 by 43, then subtract the sum of 8 and 32, then add 30."
((25 * 43) - (8 + 32)) - (43 + 14),"multiply 25 by 43, then subtract the sum of 8 and 32, then subtract the sum of 43 and 14."
(24 + 9) + (49 * 9) - 28,"add 24 and 9, multiply 49 by 9, add the results, then subtract 28."
((24 + 9) + (49 * 9) - 28) - (16 - 34),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then subtract the difference of 16 and 34."
((24 + 9) + (49 * 9) - 28) * (7 * 6),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by the product of 7 and 6."
((24 + 9) + (49 * 9) - 28) * (8 + 17),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by the sum of 8 and 17."
((24 + 9) + (49 * 9) - 28) - 29,"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then subtract 29."
((24 + 9) + (49 * 9) - 28) * (7 * 6),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by the product of 7 and 6."
((24 + 9) + (49 * 9) - 28) * 10,"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by 10."
((24 + 9) + (49 * 9) - 28) * 6,"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by 6."
((24 + 9) + (49 * 9) - 28) - (13 + 7),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then subtract the sum of 13 and 7."
((24 + 9) + (49 * 9) - 28) * (6 * 3),"add 24 and 9, multiply 49 by 9, add the results, then subtract 28, then multiply that by the product of 6 and 3."
(13 * 2 * 1) + 1,"multiply 13, 2, and 1 together, then add 1."
((13 * 2 * 1) + 1) - (11 * 7),"multiply 13, 2, and 1 together, then add 1, then subtract the product of 11 and 7."
((13 * 2 * 1) + 1) + (7 + 16),"multiply 13, 2, and 1 together, then add 1, then add the sum of 7 and 16."
((13 * 2 * 1) + 1) + 7,"multiply 13, 2, and 1 together, then add 1, then add 7."
((13 * 2 * 1) + 1) - (21 + 3 + 26),"multiply 13, 2, and 1 together, then add 1, then subtract the sum of 21, 3, and 26."
((13 * 2 * 1) + 1) - (13 + 16 + 12),"multiply 13, 2, and 1 together, then add 1, then subtract the sum of 13, 16, and 12."
((13 * 2 * 1) + 1) + (39 + 48),"multiply 13, 2, and 1 together, then add 1, then add the sum of 39 and 48."
((13 * 2 * 1) + 1) - 25,"multiply 13, 2, and 1 together, then add 1, then subtract 25."
((13 * 2 * 1) + 1) + (15 + 25 + 23),"multiply 13, 2, and 1 together, then add 1, then add the sum of 15, 25, and 23."
((13 * 2 * 1) + 1) + 31,"multiply 13, 2, and 1 together, then add 1, then add 31."
39 * (18 + 21) + 27,"add 18 and 21, multiply that by 39, then add 27."
(39 * (18 + 21) + 27) * 12,"add 18 and 21, multiply that by 39, then add 27, then multiply that by 12."
(39 * (18 + 21) + 27) - (25 + 25 + 16),"add 18 and 21, multiply that by 39, then add 27, then subtract the sum of 25, 25, and 16."
(39 * (18 + 21) + 27) + (30 - 29),"add 18 and 21, multiply that by 39, then add 27, then add the difference of 30 and 29)."
(39 * (18 + 21) + 27) - (13 + 28 + 15),"add 18 and 21, multiply that by 39, then add 27, then subtract the sum of 13, 28, and 15."
(39 * (18 + 21) + 27) * 4,"add 18 and 21, multiply that by 39, then add 27, then multiply that by 4."
(39 * (18 + 21) + 27) + (8 * 2),"add 18 and 21, multiply that by 39, then add 27, then add the product of 8 and 2."
(39 * (18 + 21) + 27) - (17 - 4),"add 18 and 21, multiply that by 39, then add 27, then subtract the difference of 17 and 4."
(39 * (18 + 21) + 27) + (43 + 2),"add 18 and 21, multiply that by 39, then add 27, then add the sum of 43 and 2."
(39 * (18 + 21) + 27) * 4,"add 18 and 21, multiply that by 39, then add 27, then multiply that by 4."
8 * 24 * 20 - 4 + 1,"multiply 8, 24, and 20 together, then subtract 4, then add 1."
(8 * 24 * 20 - 4 + 1) + (8 + 41),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then add the sum of 8 and 41."
(8 * 24 * 20 - 4 + 1) + (8 + 19 + 17),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then add the sum of 8, 19, and 17."
(8 * 24 * 20 - 4 + 1) - (26 + 8 + 9),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then subtract the sum of 26, 8, and 9."
(8 * 24 * 20 - 4 + 1) + (42 - 41),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then add the difference of 42 and 41)."
(8 * 24 * 20 - 4 + 1) - 16,"multiply 8, 24, and 20 together, then subtract 4, then add 1, then subtract 16."
(8 * 24 * 20 - 4 + 1) + (5 + 7 + 27),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then add the sum of 5, 7, and 27."
(8 * 24 * 20 - 4 + 1) - 30,"multiply 8, 24, and 20 together, then subtract 4, then add 1, then subtract 30."
(8 * 24 * 20 - 4 + 1) + (30 + 3 + 22),"multiply 8, 24, and 20 together, then subtract 4, then add 1, then add the sum of 30, 3, and 22."
(8 * 24 * 20 - 4 + 1) - 25,"multiply 8, 24, and 20 together, then subtract 4, then add 1, then subtract 25."
(19 + 11) * 11 - (4 + 11),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11."
((19 + 11) * 11 - (4 + 11)) * 6,"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then multiply that by 6."
((19 + 11) * 11 - (4 + 11)) - (40 + 29),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the sum of 40 and 29."
((19 + 11) * 11 - (4 + 11)) * (3 * 8),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then multiply that by the product of 3 and 8."
((19 + 11) * 11 - (4 + 11)) - (49 - 50),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the difference of 49 and 50."
((19 + 11) * 11 - (4 + 11)) - (5 + 13 + 28),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the sum of 5, 13, and 28."
((19 + 11) * 11 - (4 + 11)) - (9 - 22),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the difference of 9 and 22."
((19 + 11) * 11 - (4 + 11)) + (9 * 8),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then add the product of 9 and 8."
((19 + 11) * 11 - (4 + 11)) - (13 + 43),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the sum of 13 and 43."
((19 + 11) * 11 - (4 + 11)) - (18 - 41),"add 19 and 11, multiply that by 11, then subtract the sum of 4 and 11, then subtract the difference of 18 and 41."
(41 * (50 - 6)) + 44,"subtract 6 from 50, multiply that by 41, then add 44."
((41 * (50 - 6)) + 44) + 31,"subtract 6 from 50, multiply that by 41, then add 44, then add 31."
((41 * (50 - 6)) + 44) * (2 * 5),"subtract 6 from 50, multiply that by 41, then add 44, then multiply that by the product of 2 and 5."
((41 * (50 - 6)) + 44) - 8,"subtract 6 from 50, multiply that by 41, then add 44, then subtract 8."
((41 * (50 - 6)) + 44) * (12 + 17),"subtract 6 from 50, multiply that by 41, then add 44, then multiply that by the sum of 12 and 17."
((41 * (50 - 6)) + 44) + (17 + 14 + 18),"subtract 6 from 50, multiply that by 41, then add 44, then add the sum of 17, 14, and 18."
((41 * (50 - 6)) + 44) * 5,"subtract 6 from 50, multiply that by 41, then add 44, then multiply that by 5."
((41 * (50 - 6)) + 44) - (16 + 29 + 14),"subtract 6 from 50, multiply that by 41, then add 44, then subtract the sum of 16, 29, and 14."
((41 * (50 - 6)) + 44) + (20 - 48),"subtract 6 from 50, multiply that by 41, then add 44, then add the difference of 20 and 48)."
((41 * (50 - 6)) + 44) + (29 + 23 + 20),"subtract 6 from 50, multiply that by 41, then add 44, then add the sum of 29, 23, and 20."
(5 + 41) * (37 - 22) + 1,"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1."
((5 + 41) * (37 - 22) + 1) + (4 * 4),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then add the product of 4 and 4."
((5 + 41) * (37 - 22) + 1) - (5 * 2),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then subtract the product of 5 and 2."
((5 + 41) * (37 - 22) + 1) * 11,"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then multiply that by 11."
((5 + 41) * (37 - 22) + 1) - (19 - 16),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then subtract the difference of 19 and 16."
((5 + 41) * (37 - 22) + 1) - (8 * 4),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then subtract the product of 8 and 4."
((5 + 41) * (37 - 22) + 1) + 23,"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then add 23."
((5 + 41) * (37 - 22) + 1) * 8,"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then multiply that by 8."
((5 + 41) * (37 - 22) + 1) * (5 * 7),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then multiply that by the product of 5 and 7."
((5 + 41) * (37 - 22) + 1) + (6 * 4),"add 5 and 41, subtract 22 from 37, multiply the two results, then add 1, then add the product of 6 and 4."
20 * (46 + 27) + 43,"add 46 and 27, multiply that by 20, then add 43."
(20 * (46 + 27) + 43) - (8 + 5),"add 46 and 27, multiply that by 20, then add 43, then subtract the sum of 8 and 5."
(20 * (46 + 27) + 43) + (13 - 41),"add 46 and 27, multiply that by 20, then add 43, then add the difference of 13 and 41)."
(20 * (46 + 27) + 43) - (5 + 28 + 7),"add 46 and 27, multiply that by 20, then add 43, then subtract the sum of 5, 28, and 7."
(20 * (46 + 27) + 43) + (7 * 7),"add 46 and 27, multiply that by 20, then add 43, then add the product of 7 and 7."
(20 * (46 + 27) + 43) - 30,"add 46 and 27, multiply that by 20, then add 43, then subtract 30."
(20 * (46 + 27) + 43) + 11,"add 46 and 27, multiply that by 20, then add 43, then add 11."
(20 * (46 + 27) + 43) + (38 - 32),"add 46 and 27, multiply that by 20, then add 43, then add the difference of 38 and 32)."
(20 * (46 + 27) + 43) + (10 * 5),"add 46 and 27, multiply that by 20, then add 43, then add the product of 10 and 5."
(20 * (46 + 27) + 43) - (4 * 9),"add 46 and 27, multiply that by 20, then add 43, then subtract the product of 4 and 9."
38 * (15 + 7 + 34) - 25,"add 15, 7, and 34, multiply that by 38, then subtract 25."
(38 * (15 + 7 + 34) - 25) - (7 * 8),"add 15, 7, and 34, multiply that by 38, then subtract 25, then subtract the product of 7 and 8."
(38 * (15 + 7 + 34) - 25) + (4 * 10),"add 15, 7, and 34, multiply that by 38, then subtract 25, then add the product of 4 and 10."
(38 * (15 + 7 + 34) - 25) - 21,"add 15, 7, and 34, multiply that by 38, then subtract 25, then subtract 21."
(38 * (15 + 7 + 34) - 25) + (5 * 3),"add 15, 7, and 34, multiply that by 38, then subtract 25, then add the product of 5 and 3."
(38 * (15 + 7 + 34) - 25) + (9 + 15),"add 15, 7, and 34, multiply that by 38, then subtract 25, then add the sum of 9 and 15."
(38 * (15 + 7 + 34) - 25) + 44,"add 15, 7, and 34, multiply that by 38, then subtract 25, then add 44."
(38 * (15 + 7 + 34) - 25) - (2 + 19 + 10),"add 15, 7, and 34, multiply that by 38, then subtract 25, then subtract the sum of 2, 19, and 10."
(38 * (15 + 7 + 34) - 25) - (29 + 23 + 24),"add 15, 7, and 34, multiply that by 38, then subtract 25, then subtract the sum of 29, 23, and 24."
(38 * (15 + 7 + 34) - 25) * (8 * 3),"add 15, 7, and 34, multiply that by 38, then subtract 25, then multiply that by the product of 8 and 3."
(30 + 18 + 34) * 33 - 38,"add 30, 18, and 34, multiply that sum by 33, then subtract 38."
((30 + 18 + 34) * 33 - 38) + (26 + 27 + 17),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then add the sum of 26, 27, and 17."
((30 + 18 + 34) * 33 - 38) - (23 + 4 + 5),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then subtract the sum of 23, 4, and 5."
((30 + 18 + 34) * 33 - 38) - (2 * 7),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then subtract the product of 2 and 7."
((30 + 18 + 34) * 33 - 38) * (16 + 7),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then multiply that by the sum of 16 and 7."
((30 + 18 + 34) * 33 - 38) - 20,"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then subtract 20."
((30 + 18 + 34) * 33 - 38) + (49 + 29),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then add the sum of 49 and 29."
((30 + 18 + 34) * 33 - 38) * (19 + 4),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then multiply that by the sum of 19 and 4."
((30 + 18 + 34) * 33 - 38) + 37,"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then add 37."
((30 + 18 + 34) * 33 - 38) - (11 * 9),"add 30, 18, and 34, multiply that sum by 33, then subtract 38, then subtract the product of 11 and 9."
15 * 7 + 19 - 44,"multiply 15 by 7, then add 19, then subtract 44."
(15 * 7 + 19 - 44) - (36 + 46),"multiply 15 by 7, then add 19, then subtract 44, then subtract the sum of 36 and 46."
(15 * 7 + 19 - 44) + (38 + 20),"multiply 15 by 7, then add 19, then subtract 44, then add the sum of 38 and 20."
(15 * 7 + 19 - 44) + (6 - 45),"multiply 15 by 7, then add 19, then subtract 44, then add the difference of 6 and 45)."
(15 * 7 + 19 - 44) - (14 + 6 + 11),"multiply 15 by 7, then add 19, then subtract 44, then subtract the sum of 14, 6, and 11."
(15 * 7 + 19 - 44) + 8,"multiply 15 by 7, then add 19, then subtract 44, then add 8."
(15 * 7 + 19 - 44) + (17 + 29 + 4),"multiply 15 by 7, then add 19, then subtract 44, then add the sum of 17, 29, and 4."
(15 * 7 + 19 - 44) - (18 + 10 + 10),"multiply 15 by 7, then add 19, then subtract 44, then subtract the sum of 18, 10, and 10."
(15 * 7 + 19 - 44) + (2 + 29 + 11),"multiply 15 by 7, then add 19, then subtract 44, then add the sum of 2, 29, and 11."
(15 * 7 + 19 - 44) - (43 - 35),"multiply 15 by 7, then add 19, then subtract 44, then subtract the difference of 43 and 35."
(36 * 44) - (5 + 16),"multiply 36 by 44, then subtract the sum of 5 and 16."
((36 * 44) - (5 + 16)) + (28 + 7 + 23),"multiply 36 by 44, then subtract the sum of 5 and 16, then add the sum of 28, 7, and 23."
